server_name,server_url,server_description,auth_type,maturity,compatability,tool_name,tool_description,example_queries,capability_tags,embedded_text
Notion,https://github.com/makenotion/notion-mcp-server,"Bridges to the Notion API for searching content, querying databases, and managing pages and comments without requiring complex API interaction code
",api-key,stable,"cursor
claude_deskto
vscode
generic_mcp_client
local

",notion-fetch,Retrieves content from a Notion page or database by its URL,"query1: Fetch the full content and metadata of the page titled “Roadmap Q4” including properties, blocks, and child pages.
query2: Retrieve the page with the URL I provide and return its structure in clean markdown.
query3: Get the complete page content for the project proposal named “AI Automation System”.
","page-content-retrieval
database-content-fetching
url-based-notion-resolution
structured-block-extraction
document-markdown-acquisition
","{
    ""server_name"": ""Notion"",
    ""purpose"": ""Fetch content and metadata for a Notion page or database by URL"",
    ""tool"": ""notion-fetch"",
    ""features"": [
      ""retrieve full page content"",
      ""fetch database content and structure"",
      ""resolve resources by URL"",
      ""return block and property structure"",
      ""convert page content into markdown""
    ],
    ""use_cases"": [
      ""load a planning or roadmap page into the agent for analysis"",
      ""convert Notion pages into clean markdown for reuse"",
      ""inspect the full structure of proposals or specs""
    ],
    ""examples"": [
      ""Fetch the full content and metadata of the page titled “Roadmap Q4” including properties, blocks, and child pages."",
      ""Retrieve the page with the URL I provide and return its structure in clean markdown."",
      ""Get the complete page content for the project proposal named “AI Automation System”.""
    ],
    ""tags"": [
      ""page-content-retrieval"",
      ""database-content-fetching"",
      ""url-based-notion-resolution"",
      ""structured-block-extraction"",
      ""document-markdown-acquisition""
    ]
  }"
Notion,https://github.com/makenotion/notion-mcp-server,"Bridges to the Notion API for searching content, querying databases, and managing pages and comments without requiring complex API interaction code
",api-key,stable,"cursor
claude_deskto
vscode
generic_mcp_client
local

",notion-create-pages,"Creates one or more Notion pages with specified properties and content. If a parent is not specified, a private page will be created.","query1: Create a new page inside my “Team Notes” database titled “Production Deployment Checklist” with a status of “Draft”.
query2: Add a knowledge base page called “API Access Guidelines” under the “Engineering Docs” parent page.
query3: Create a new blank page in the workspace titled “To-Do — Personal” and set the icon to a checkbox.
","page-generation-structured
workspace-content-creation
rich-text-page-building
parent-controlled-page-creation
metadata-initialization
","{
    ""server_name"": ""Notion"",
    ""purpose"": ""Create one or more Notion pages with specified properties and content"",
    ""tool"": ""notion-create-pages"",
    ""features"": [
      ""create new pages in databases or under parent pages"",
      ""set initial properties and metadata"",
      ""create private pages when no parent is specified"",
      ""support titles, icons, and structured content"",
      ""bulk creation of multiple pages""
    ],
    ""use_cases"": [
      ""generate new checklists or runbooks in a team database"",
      ""add internal knowledge base pages under a docs parent"",
      ""create quick personal to-do or scratch pages""
    ],
    ""examples"": [
      ""Create a new page inside my “Team Notes” database titled “Production Deployment Checklist” with a status of “Draft”."",
      ""Add a knowledge base page called “API Access Guidelines” under the “Engineering Docs” parent page."",
      ""Create a new blank page in the workspace titled “To-Do — Personal” and set the icon to a checkbox.""
    ],
    ""tags"": [
      ""page-generation-structured"",
      ""workspace-content-creation"",
      ""rich-text-page-building"",
      ""parent-controlled-page-creation"",
      ""metadata-initialization""
    ]
  }"
Notion,https://github.com/makenotion/notion-mcp-server,"Bridges to the Notion API for searching content, querying databases, and managing pages and comments without requiring complex API interaction code
",api-key,stable,"cursor
claude_deskto
vscode
generic_mcp_client
local

",notion-update-page,Update a Notion page's properties or content,"query1: Update the page titled “Release Plan v2” by setting its status to “Approved” and adding today’s date to the “Published” property.
query2: Modify the page “Onboarding Guide” by adding a new section header titled “Security Requirements”.
query3: Rename the page “Daily Standup Template” to “Standup Notes Template (Updated)”.
","page-property-update
block-content-modification
document-version-adjustment
structured-content-editing
metadata-refinement
","{
    ""server_name"": ""Notion"",
    ""purpose"": ""Update properties or content of an existing Notion page"",
    ""tool"": ""notion-update-page"",
    ""features"": [
      ""edit page properties such as status and dates"",
      ""modify existing blocks and add new sections"",
      ""rename pages"",
      ""extend or adjust documentation structure"",
      ""support iterative updates over time""
    ],
    ""use_cases"": [
      ""move documents through lifecycle states (draft, approved, published)"",
      ""add new sections to onboarding or process guides"",
      ""rename and refine templates or recurring pages""
    ],
    ""examples"": [
      ""Update the page titled “Release Plan v2” by setting its status to “Approved” and adding today’s date to the “Published” property."",
      ""Modify the page “Onboarding Guide” by adding a new section header titled “Security Requirements”."",
      ""Rename the page “Daily Standup Template” to “Standup Notes Template (Updated)”.""
    ],
    ""tags"": [
      ""page-property-update"",
      ""block-content-modification"",
      ""document-version-adjustment"",
      ""structured-content-editing"",
      ""metadata-refinement""
    ]
  }"
Notion,https://github.com/makenotion/notion-mcp-server,"Bridges to the Notion API for searching content, querying databases, and managing pages and comments without requiring complex API interaction code
",api-key,stable,"cursor
claude_deskto
vscode
generic_mcp_client
local

",notion-move-pages,Move one or more Notion pages or databases to a new parent.,"query1: Move my page titled “Postmortem — API Downtime” into the “Incident Reports” folder.
query2: Transfer all pages under “Old Planning Notes” into the new “Archived Notes 2023” section.
query3: Move the “Sprint 12 Documents” page to the parent page “Sprint History”.
","hierarchy-reorganization
page-relocation-action
database-parent-switching
workspace-structure-management
content-tree-restructuring
","{
    ""server_name"": ""Notion"",
    ""purpose"": ""Move pages or databases to a different parent within the workspace"",
    ""tool"": ""notion-move-pages"",
    ""features"": [
      ""reparent pages and databases"",
      ""move content between folders or sections"",
      ""support batch moves of multiple pages"",
      ""help reorganize workspace hierarchy"",
      ""preserve page content and metadata while relocating""
    ],
    ""use_cases"": [
      ""archive incident reports or old planning notes into archive sections"",
      ""reorganize sprint-related documents under a unified parent"",
      ""clean up workspace structure after reorganizing teams""
    ],
    ""examples"": [
      ""Move my page titled “Postmortem — API Downtime” into the “Incident Reports” folder."",
      ""Transfer all pages under “Old Planning Notes” into the new “Archived Notes 2023” section."",
      ""Move the “Sprint 12 Documents” page to the parent page “Sprint History”.""
    ],
    ""tags"": [
      ""hierarchy-reorganization"",
      ""page-relocation-action"",
      ""database-parent-switching"",
      ""workspace-structure-management"",
      ""content-tree-restructuring""
    ]
  }"
Notion,https://github.com/makenotion/notion-mcp-server,"Bridges to the Notion API for searching content, querying databases, and managing pages and comments without requiring complex API interaction code
",api-key,stable,"cursor
claude_deskto
vscode
generic_mcp_client
local

",notion-duplicate-page,Duplicate a Notion page within your workspace. This action is completed async.,"query1: Duplicate the “Project Charter Template” page and place the copy under “Templates — Internal”.
query2: Make a duplicate of my “Weekly Planning Template” and rename it “Weekly Planning — Copy”.
query3: Duplicate the “Frontend Style Guide” page for use in the mobile team workspace.
","page-cloning
content-duplication-workflow
template-copy-action
async-page-reproduction
replicated-document-creation
","{
    ""server_name"": ""Notion"",
    ""purpose"": ""Duplicate an existing Notion page asynchronously"",
    ""tool"": ""notion-duplicate-page"",
    ""features"": [
      ""clone pages including content and structure"",
      ""place duplicates under specific parents"",
      ""rename copies as needed"",
      ""support template-based workflows"",
      ""run duplication asynchronously""
    ],
    ""use_cases"": [
      ""create copies of project or charter templates"",
      ""duplicate weekly or recurring planning templates"",
      ""spin up a separate copy of style guides for new teams""
    ],
    ""examples"": [
      ""Duplicate the “Project Charter Template” page and place the copy under “Templates — Internal”."",
      ""Make a duplicate of my “Weekly Planning Template” and rename it “Weekly Planning — Copy”."",
      ""Duplicate the “Frontend Style Guide” page for use in the mobile team workspace.""
    ],
    ""tags"": [
      ""page-cloning"",
      ""content-duplication-workflow"",
      ""template-copy-action"",
      ""async-page-reproduction"",
      ""replicated-document-creation""
    ]
  }"
Notion,https://github.com/makenotion/notion-mcp-server,"Bridges to the Notion API for searching content, querying databases, and managing pages and comments without requiring complex API interaction code
",api-key,stable,"cursor
claude_deskto
vscode
generic_mcp_client
local

",notion-create-database,"Creates a new Notion database, initial data source, and initial view with the specified properties.","query1: Create a database called “Design Review Board” with properties for Status, Reviewer, Document Link, and Review Date.
query2: Build a database titled “Experiment Tracking” with fields for hypothesis, results summary, owner, and confidence rating.
query3: Create a new “Vendor Evaluation” database containing properties for pricing tier, security score, and decision status.
","database-creation
schema-definition-action
structured-data-source-setup
property-schema-initialization
workspace-database-building
","{
    ""server_name"": ""Notion"",
    ""purpose"": ""Create a new Notion database with an initial schema and view"",
    ""tool"": ""notion-create-database"",
    ""features"": [
      ""create new databases in the workspace"",
      ""define initial properties and field types"",
      ""set up an initial default view"",
      ""support structured data tracking"",
      ""initialize databases for various use cases""
    ],
    ""use_cases"": [
      ""build review boards for design or docs"",
      ""create experiment or research tracking systems"",
      ""define vendor evaluation or procurement trackers""
    ],
    ""examples"": [
      ""Create a database called “Design Review Board” with properties for Status, Reviewer, Document Link, and Review Date."",
      ""Build a database titled “Experiment Tracking” with fields for hypothesis, results summary, owner, and confidence rating."",
      ""Create a new “Vendor Evaluation” database containing properties for pricing tier, security score, and decision status.""
    ],
    ""tags"": [
      ""database-creation"",
      ""schema-definition-action"",
      ""structured-data-source-setup"",
      ""property-schema-initialization"",
      ""workspace-database-building""
    ]
  }"
Notion,https://github.com/makenotion/notion-mcp-server,"Bridges to the Notion API for searching content, querying databases, and managing pages and comments without requiring complex API interaction code
",api-key,stable,"cursor
claude_deskto
vscode
generic_mcp_client
local

",notion-update-database,"Update a Notion data source's properties, name, description, or other attributes.","query1: Update the “Tasks” database by adding a new Select property called “Complexity Level”.
query2: Rename the database “Infra Plans” to “Infrastructure Planning & Roadmaps”.
query3: Modify the “Content Calendar” database by adding a new multi-select field for SEO keywords.
","database-metadata-update
schema-modification
attribute-structure-editing
source-definition-adjustment
database-configuration-change
"," {
    ""server_name"": ""Notion"",
    ""purpose"": ""Update properties, schema, or metadata of an existing Notion database"",
    ""tool"": ""notion-update-database"",
    ""features"": [
      ""add or modify database properties"",
      ""rename databases"",
      ""update descriptions and attributes"",
      ""extend existing schemas with new fields"",
      ""adjust configuration to match evolving workflows""
    ],
    ""use_cases"": [
      ""add complexity or effort properties to task databases"",
      ""rename databases to reflect new scope or ownership"",
      ""extend content calendars with SEO or metadata fields""
    ],
    ""examples"": [
      ""Update the “Tasks” database by adding a new Select property called “Complexity Level”."",
      ""Rename the database “Infra Plans” to “Infrastructure Planning & Roadmaps”."",
      ""Modify the “Content Calendar” database by adding a new multi-select field for SEO keywords.""
    ],
    ""tags"": [
      ""database-metadata-update"",
      ""schema-modification"",
      ""attribute-structure-editing"",
      ""source-definition-adjustment"",
      ""database-configuration-change""
    ]
  }"
Notion,https://github.com/makenotion/notion-mcp-server,"Bridges to the Notion API for searching content, querying databases, and managing pages and comments without requiring complex API interaction code
",api-key,stable,"cursor
claude_deskto
vscode
generic_mcp_client
local

",notion-create-comment,"Add a comment to a page

Note: block-level comments and discussions within a page are not yet supported.","query1: Add a comment to the page “Deployment Checklist” asking the team to verify the rollback steps.
query2: Add a comment to “Security Assessment Findings” tagging the security team for review.
query3: Comment on the “Q4 Strategy Draft” and request clarification on the proposed milestones.
","page-comment-creation
collaboration-thread-initiation
feedback-note-adding
commentary-insertion
discussion-starting
","{
    ""server_name"": ""Notion"",
    ""purpose"": ""Add a comment to a Notion page"",
    ""tool"": ""notion-create-comment"",
    ""features"": [
      ""create page-level comments"",
      ""mention teams or individuals (when supported by Notion)"",
      ""attach feedback or questions to documents"",
      ""start discussions on specific pages"",
      ""log review requests directly in context""
    ],
    ""use_cases"": [
      ""request verification or review on checklists and runbooks"",
      ""tag security or other teams for assessment feedback"",
      ""ask clarification questions on strategy or planning docs""
    ],
    ""examples"": [
      ""Add a comment to the page “Deployment Checklist” asking the team to verify the rollback steps."",
      ""Add a comment to “Security Assessment Findings” tagging the security team for review."",
      ""Comment on the “Q4 Strategy Draft” and request clarification on the proposed milestones.""
    ],
    ""tags"": [
      ""page-comment-creation"",
      ""collaboration-thread-initiation"",
      ""feedback-note-adding"",
      ""commentary-insertion"",
      ""discussion-starting""
    ]
  }"
Notion,https://github.com/makenotion/notion-mcp-server,"Bridges to the Notion API for searching content, querying databases, and managing pages and comments without requiring complex API interaction code
",api-key,stable,"cursor
claude_deskto
vscode
generic_mcp_client
local

",notion-get-comments,"Lists all comments on a specific page, including threaded discussions.","query1: Show me every comment and threaded reply on the “Performance Benchmark Results” page.
query2: Retrieve the entire comment history for the “Incident Report: DB Latency Spike”.
query3: Get all comments from the “Marketing Plan 2025” page along with comment authors.
","comment-thread-retrieval
page-discussion-fetching
collaboration-history-extraction
threaded-comment-listing
feedback-log-access
","{
    ""server_name"": ""Notion"",
    ""purpose"": ""List all comments and threads on a Notion page"",
    ""tool"": ""notion-get-comments"",
    ""features"": [
      ""retrieve all comments for a page"",
      ""include threaded replies where available"",
      ""show comment authors and timestamps"",
      ""surface collaboration history"",
      ""support review of discussion context""
    ],
    ""use_cases"": [
      ""review feedback and discussion on benchmark or performance reports"",
      ""inspect comment history for incident reports"",
      ""gather collaboration feedback on planning or marketing pages""
    ],
    ""examples"": [
      ""Show me every comment and threaded reply on the “Performance Benchmark Results” page."",
      ""Retrieve the entire comment history for the “Incident Report: DB Latency Spike”."",
      ""Get all comments from the “Marketing Plan 2025” page along with comment authors.""
    ],
    ""tags"": [
      ""comment-thread-retrieval"",
      ""page-discussion-fetching"",
      ""collaboration-history-extraction"",
      ""threaded-comment-listing"",
      ""feedback-log-access""
    ]
  }"
Notion,https://github.com/makenotion/notion-mcp-server,"Bridges to the Notion API for searching content, querying databases, and managing pages and comments without requiring complex API interaction code
",api-key,stable,"cursor
claude_deskto
vscode
generic_mcp_client
local

",notion-get-teams,Retrieves a list of teams (teamspaces) in the current workspace.,"query1: List all teamspaces in my workspace and show their visibility settings.
query2: Retrieve the engineering, design, and product teamspaces with member counts.
query3: Show me all teamspaces where I have edit permissions.
","teamspace-listing
workspace-organization-discovery
collaboration-group-retrieval
workspace-structure-inspection
team-directory-access
","{
    ""server_name"": ""Notion"",
    ""purpose"": ""Retrieve a list of teamspaces in the current Notion workspace"",
    ""tool"": ""notion-get-teams"",
    ""features"": [
      ""list all teamspaces"",
      ""show visibility and access settings"",
      ""include basic metadata per teamspace"",
      ""help map workspace organization structure"",
      ""identify collaboration groups""
    ],
    ""use_cases"": [
      ""audit teamspace structure and visibility"",
      ""see where engineering, design, and product work happens"",
      ""identify teamspaces where you have edit rights""
    ],
    ""examples"": [
      ""List all teamspaces in my workspace and show their visibility settings."",
      ""Retrieve the engineering, design, and product teamspaces with member counts."",
      ""Show me all teamspaces where I have edit permissions.""
    ],
    ""tags"": [
      ""teamspace-listing"",
      ""workspace-organization-discovery"",
      ""collaboration-group-retrieval"",
      ""workspace-structure-inspection"",
      ""team-directory-access""
    ]
  }"
Notion,https://github.com/makenotion/notion-mcp-server,"Bridges to the Notion API for searching content, querying databases, and managing pages and comments without requiring complex API interaction code
",api-key,stable,"cursor
claude_deskto
vscode
generic_mcp_client
local

",notion-get-users,Lists all users in the workspace with their details.,"query1: List every user in my workspace along with their roles and account type.
query2: Get all active users and exclude bots or deactivated accounts.
query3: Show every workspace user sorted by their last activity timestamp.
","workspace-user-listing
member-directory-access
identity-metadata-retrieval
collaboration-user-discovery
workspace-member-enumeration
","{
    ""server_name"": ""Notion"",
    ""purpose"": ""List all users in the workspace with their details"",
    ""tool"": ""notion-get-users"",
    ""features"": [
      ""enumerate all workspace users"",
      ""expose roles and account types"",
      ""filter out bots or inactive accounts"",
      ""support sorting by activity"",
      ""provide identity metadata for collaboration""
    ],
    ""use_cases"": [
      ""get a full member directory of the workspace"",
      ""identify active users for assigning tasks or pages"",
      ""separate human users from bots or deactivated accounts""
    ],
    ""examples"": [
      ""List every user in my workspace along with their roles and account type."",
      ""Get all active users and exclude bots or deactivated accounts."",
      ""Show every workspace user sorted by their last activity timestamp.""
    ],
    ""tags"": [
      ""workspace-user-listing"",
      ""member-directory-access"",
      ""identity-metadata-retrieval"",
      ""collaboration-user-discovery"",
      ""workspace-member-enumeration""
    ]
  }"
Notion,https://github.com/makenotion/notion-mcp-server,"Bridges to the Notion API for searching content, querying databases, and managing pages and comments without requiring complex API interaction code
",api-key,stable,"cursor
claude_deskto
vscode
generic_mcp_client
local

",notion-get-users,Retrieve your user information by ID,"query1: Retrieve details of the user with this ID including email, name, and type.
query2: Fetch the full profile information for the user ID I provide.
query3: Get metadata and workspace role for a specific user using their Notion ID.
","user-profile-resolution
identity-specific-fetch
workspace-member-inspection
user-metadata-lookup
targeted-user-retrieval
","{
    ""server_name"": ""Notion"",
    ""purpose"": ""Retrieve detailed information for a specific workspace user by ID"",
    ""tool"": ""notion-get-users"",
    ""features"": [
      ""fetch a single user profile by ID"",
      ""return email, name, and user type"",
      ""include workspace role information"",
      ""support targeted queries for specific users"",
      ""enable identity lookups for assignments and permissions""
    ],
    ""use_cases"": [
      ""inspect details for a specific collaborator"",
      ""confirm email and role before assigning work"",
      ""retrieve metadata for automation or integration logic""
    ],
    ""examples"": [
      ""Retrieve details of the user with this ID including email, name, and type."",
      ""Fetch the full profile information for the user ID I provide."",
      ""Get metadata and workspace role for a specific user using their Notion ID.""
    ],
    ""tags"": [
      ""user-profile-resolution"",
      ""identity-specific-fetch"",
      ""workspace-member-inspection"",
      ""user-metadata-lookup"",
      ""targeted-user-retrieval""
    ]
  }"
Notion,https://github.com/makenotion/notion-mcp-server,"Bridges to the Notion API for searching content, querying databases, and managing pages and comments without requiring complex API interaction code
",api-key,stable,"cursor
claude_deskto
vscode
generic_mcp_client
local

",notion-get-self,Retrieves information about your own bot user and the Notion workspace you’re connected to.,"query1: Show my bot user details including permissions and workspace access.
query2: Retrieve what capabilities my Notion integration account currently has.
query3: Get the metadata for my authenticated Notion bot user including workspace ID.
","bot-user-inspection
workspace-context-identification
integration-identity-fetch
self-profile-retrieval
agent-context-awareness
","{
    ""server_name"": ""Notion"",
    ""purpose"": ""Retrieve information about the authenticated Notion bot user and workspace"",
    ""tool"": ""notion-get-self"",
    ""features"": [
      ""return bot user identity details"",
      ""show permissions and capabilities"",
      ""expose connected workspace metadata"",
      ""help understand integration context"",
      ""support debugging of access scope""
    ],
    ""use_cases"": [
      ""verify what access the Notion integration currently has"",
      ""check which workspace and teamspaces the bot is connected to"",
      ""debug permission issues when actions fail""
    ],
    ""examples"": [
      ""Show my bot user details including permissions and workspace access."",
      ""Retrieve what capabilities my Notion integration account currently has."",
      ""Get the metadata for my authenticated Notion bot user including workspace ID.""
    ],
    ""tags"": [
      ""bot-user-inspection"",
      ""workspace-context-identification"",
      ""integration-identity-fetch"",
      ""self-profile-retrieval"",
      ""agent-context-awareness""
    ]
  }"
Neon,https://github.com/neondatabase/mcp-server-neon,"Neon MCP Server is an open-source tool that lets you interact with your Neon Postgres databases in natural language.

Some of the key features of the Neon MCP server include:

Natural language interaction: Manage Neon databases using intuitive, conversational commands.
Simplified database management: Perform complex actions without writing SQL or directly using the Neon API.
Accessibility for non-developers: Empower users with varying technical backgrounds to interact with Neon databases.
Database migration support: Leverage Neon's branching capabilities for database schema changes initiated via natural language.


",Oauth,stable,"cursor
claude_deskto
vscode
generic_mcp_client
local
windsor",list_projects,"Lists the first 10 Neon projects in your account. If you can't find the project, increase the limit by passing a higher value to the `limit` parameter. Optionally filter by project name or ID using the `search` parameter.","query1: List the first ten Neon projects in my account and highlight any that contain the word “analytics”.
query2: Show all my Neon projects and increase the limit to 50 so I can audit unused environments.
query3: Search my Neon projects for anything related to “prod” or “production staging”.
","project-enumeration
resource-discovery
account-project-listing
filtered-project-search
neon-project-metadata
","{
    ""server_name"": ""Neon"",
    ""purpose"": ""List Neon projects in the current account with optional filtering"",
    ""tool"": ""list_projects"",
    ""features"": [
      ""list first N Neon projects with a configurable limit"",
      ""filter projects by name or ID using a search string"",
      ""surface metadata for each project for inspection or selection"",
      ""help discover active, stale, or unused environments""
    ],
    ""use_cases"": [
      ""enumerate all projects in your Neon account to understand current usage"",
      ""search for specific projects matching patterns like 'analytics' or 'prod'"",
      ""audit projects to identify candidates for cleanup or consolidation""
    ],
    ""examples"": [
      ""List the first ten Neon projects in my account and highlight any that contain the word “analytics”."",
      ""Show all my Neon projects and increase the limit to 50 so I can audit unused environments."",
      ""Search my Neon projects for anything related to “prod” or “production staging”.""
    ],
    ""tags"": [
      ""project-enumeration"",
      ""resource-discovery"",
      ""account-project-listing"",
      ""filtered-project-search"",
      ""neon-project-metadata""
    ]
  }"
Neon,https://github.com/neondatabase/mcp-server-neon,"Neon MCP Server is an open-source tool that lets you interact with your Neon Postgres databases in natural language.

Some of the key features of the Neon MCP server include:

Natural language interaction: Manage Neon databases using intuitive, conversational commands.
Simplified database management: Perform complex actions without writing SQL or directly using the Neon API.
Accessibility for non-developers: Empower users with varying technical backgrounds to interact with Neon databases.
Database migration support: Leverage Neon's branching capabilities for database schema changes initiated via natural language.


",Oauth,stable,"cursor
claude_deskto
vscode
generic_mcp_client
local
windsor",list_organizations,Lists all organizations that the current user has access to. Optionally filter by organization name or ID using the `search` parameter.,"query1: List all organizations linked to my Neon account, including their IDs and display names.
query2: Show every organization where I have write access and filter the list by the keyword “platform”.
query3: Retrieve all connected organizations and sort them alphabetically by name.
","organization-enumeration
workspace-ownership-discovery
account-organizations-listing
org-metadata-retrieval
org-filter-search
","{
    ""server_name"": ""Neon"",
    ""purpose"": ""List organizations the current user has access to"",
    ""tool"": ""list_organizations"",
    ""features"": [
      ""enumerate all organizations linked to the Neon account"",
      ""filter organizations by name or ID via a search parameter"",
      ""return basic metadata to help distinguish environments or tenants"",
      ""support cross-org management workflows""
    ],
    ""use_cases"": [
      ""see which organizations exist under your Neon identity"",
      ""filter down to organizations related to a specific platform or product line"",
      ""prepare for cross-org audits and access reviews""
    ],
    ""examples"": [
      ""List all organizations linked to my Neon account, including their IDs and display names."",
      ""Show every organization where I have write access and filter the list by the keyword “platform”."",
      ""Retrieve all connected organizations and sort them alphabetically by name.""
    ],
    ""tags"": [
      ""organization-enumeration"",
      ""workspace-ownership-discovery"",
      ""account-organizations-listing"",
      ""org-metadata-retrieval"",
      ""org-filter-search""
    ]
  }"
Neon,https://github.com/neondatabase/mcp-server-neon,"Neon MCP Server is an open-source tool that lets you interact with your Neon Postgres databases in natural language.

Some of the key features of the Neon MCP server include:

Natural language interaction: Manage Neon databases using intuitive, conversational commands.
Simplified database management: Perform complex actions without writing SQL or directly using the Neon API.
Accessibility for non-developers: Empower users with varying technical backgrounds to interact with Neon databases.
Database migration support: Leverage Neon's branching capabilities for database schema changes initiated via natural language.


",Oauth,stable,"cursor
claude_deskto
vscode
generic_mcp_client
local
windsor",list_shared_projects,Lists projects that have been shared with the current user. These are projects that the user has been granted access to collaborate on. Optionally filter by project name or ID using the `search` parameter.,"query1: Show all Neon projects that other teams have shared with me for collaboration.
query2: List shared projects containing the keyword “analytics-pipeline”.
query3: Retrieve the full list of projects I have shared access to, with project IDs included.
","shared-project-listing
collaboration-project-discovery
access-control-project-view
shared-resource-finder
","{
    ""server_name"": ""Neon"",
    ""purpose"": ""List Neon projects that have been shared with the current user"",
    ""tool"": ""list_shared_projects"",
    ""features"": [
      ""retrieve projects owned by others but shared with you"",
      ""filter shared projects by name or ID"",
      ""surface collaboration-focused project metadata"",
      ""help identify shared environments you can access""
    ],
    ""use_cases"": [
      ""list cross-team projects shared for collaboration"",
      ""find shared analytics or pipeline projects by keyword"",
      ""inventory shared resources before making changes""
    ],
    ""examples"": [
      ""Show all Neon projects that other teams have shared with me for collaboration."",
      ""List shared projects containing the keyword “analytics-pipeline”."",
      ""Retrieve the full list of projects I have shared access to, with project IDs included.""
    ],
    ""tags"": [
      ""shared-project-listing"",
      ""collaboration-project-discovery"",
      ""access-control-project-view"",
      ""shared-resource-finder""
    ]
  }"
Neon,https://github.com/neondatabase/mcp-server-neon,"Neon MCP Server is an open-source tool that lets you interact with your Neon Postgres databases in natural language.

Some of the key features of the Neon MCP server include:

Natural language interaction: Manage Neon databases using intuitive, conversational commands.
Simplified database management: Perform complex actions without writing SQL or directly using the Neon API.
Accessibility for non-developers: Empower users with varying technical backgrounds to interact with Neon databases.
Database migration support: Leverage Neon's branching capabilities for database schema changes initiated via natural language.


",Oauth,stable,"cursor
claude_deskto
vscode
generic_mcp_client
local
windsor",create_project,"Create a new Neon project. If someone is trying to create a database, use this tool.","query1: Create a new Neon project named “event-stream-processing” with a default database.
query2: Provision a fresh Neon project called “team-ml-experiments” for development use.
query3: Create a project titled “customer-activity-db” and prepare it for schema setup.
","project-creation
database-environment-provisioning
initial-db-setup
neon-new-project-bootstrap
resource-provision-action
","{
    ""server_name"": ""Neon"",
    ""purpose"": ""Create a new Neon project and initial database environment"",
    ""tool"": ""create_project"",
    ""features"": [
      ""provision a new Neon project"",
      ""optionally create a default database"",
      ""bootstrap environments for new apps or teams"",
      ""prepare projects for schema setup and future branching""
    ],
    ""use_cases"": [
      ""spin up a fresh project for event processing or streaming use cases"",
      ""create a dedicated environment for machine learning experiments"",
      ""stand up a new customer-activity or product database""
    ],
    ""examples"": [
      ""Create a new Neon project named “event-stream-processing” with a default database."",
      ""Provision a fresh Neon project called “team-ml-experiments” for development use."",
      ""Create a project titled “customer-activity-db” and prepare it for schema setup.""
    ],
    ""tags"": [
      ""project-creation"",
      ""database-environment-provisioning"",
      ""initial-db-setup"",
      ""neon-new-project-bootstrap"",
      ""resource-provision-action""
    ]
  }"
Neon,https://github.com/neondatabase/mcp-server-neon,"Neon MCP Server is an open-source tool that lets you interact with your Neon Postgres databases in natural language.

Some of the key features of the Neon MCP server include:

Natural language interaction: Manage Neon databases using intuitive, conversational commands.
Simplified database management: Perform complex actions without writing SQL or directly using the Neon API.
Accessibility for non-developers: Empower users with varying technical backgrounds to interact with Neon databases.
Database migration support: Leverage Neon's branching capabilities for database schema changes initiated via natural language.


",Oauth,stable,"cursor
claude_deskto
vscode
generic_mcp_client
local
windsor",delete_project,Delete a Neon project,"query1: Delete my Neon project with the ID I provide and confirm before finalizing it.
query2: Remove the old “sandbox-migrations-test” project from my account.
query3: Permanently delete the project named “temp-data-load” after verifying it’s not shared.
","project-deletion
environment-teardown
resource-removal-operation
dangerous-destructive-action
","{
    ""server_name"": ""Neon"",
    ""purpose"": ""Delete an existing Neon project"",
    ""tool"": ""delete_project"",
    ""features"": [
      ""delete a project and its associated resources"",
      ""support destructive cleanup of unused environments"",
      ""enforce explicit targeting via project ID or name"",
      ""suitable for lifecycle management and cost control""
    ],
    ""use_cases"": [
      ""remove temporary or sandbox projects created for testing"",
      ""clean up old migration or staging experiments"",
      ""tear down short-lived environments after validation""
    ],
    ""examples"": [
      ""Delete my Neon project with the ID I provide and confirm before finalizing it."",
      ""Remove the old “sandbox-migrations-test” project from my account."",
      ""Permanently delete the project named “temp-data-load” after verifying it’s not shared.""
    ],
    ""tags"": [
      ""project-deletion"",
      ""environment-teardown"",
      ""resource-removal-operation"",
      ""dangerous-destructive-action""
    ]
  }"
